author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/304717367/;Cанкт-Петербург;sale;flat;8;9;2;44.0;10000000;Дмитровский;Коровинское шоссе;24К1;Яхромская;
Главстрой;developer;https://www.cian.ru/sale/flat/301772281/;Cанкт-Петербург;sale;flat;2;8;2;48.83;24219680;Котловка;31/2;31/2;Профсоюзная;Новые Академики ЖК
Дмитрий Аристов;realtor;https://www.cian.ru/sale/flat/303023897/;Cанкт-Петербург;sale;flat;4;9;2;37.0;12990000;Головинский;Онежская ;27;Моссельмаш;
НОВОСТРОЙ-ЮГ;developer;https://rostov.cian.ru/sale/flat/296504824/;Cанкт-Петербург;sale;flat;3;8;2;71.47;7361700;Аксай; Луначарского;52;;Простор
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303345756/;Cанкт-Петербург;sale;flat;4;8;2;59.0;42000000;Пресненский;Большая Садовая ;1;Маяковская;
Неометрия;developer;https://sochi.cian.ru/sale/flat/292817174/;Cанкт-Петербург;sale;flat;7;17;1;21.0;11571000;Адлерский;;;;Лестория
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300015723/;Cанкт-Петербург;sale;flat;20;39;2;64.0;37000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
ЮГ;representative_developer;https://anapa.cian.ru/sale/flat/298583177/;Cанкт-Петербург;sale;flat;3;7;2;68.92;15300000;Анапа;шоссе Симферопольское;58;;Европа
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304224403/;Cанкт-Петербург;sale;flat;1;19;2;94.2;67000000;Хорошево-Мневники;Шелепихинская набережная;34к2зд3;Шелепиха;Сердце Столицы
Эталон;developer;https://novosibirsk.cian.ru/sale/flat/304175221/;Cанкт-Петербург;sale;flat;5;12;2;61.7;8503915;;;;;Счастье в Кольцово
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/297894351/;Cанкт-Петербург;sale;flat;6;7;2;95.0;130000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/304383932/;Cанкт-Петербург;sale;flat;10;18;1;36.4;6417000;Приволжский;;;Аметьево;Паркмаяк ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304132271/;Cанкт-Петербург;sale;flat;11;43;2;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/298393232/;Cанкт-Петербург;sale;flat;2;24;2;58.9;9180000;;;;;ЖР 
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/303476285/;Cанкт-Петербург;sale;flat;9;29;2;68.1;40000000;Хорошево-Мневники;Шелепихинская набережная;34к4;Шелепиха;Сердце Столицы
Садовое кольцо;developer;https://ufa.cian.ru/sale/flat/302975403/;Cанкт-Петербург;sale;flat;3;30;1;40.27;7438594;Октябрьский;;;;Урман Сити ЖК
СОВА Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/303040507/;Cанкт-Петербург;sale;flat;1;5;2;38.0;10800000;Адлерский; Голубые Дали;76;;
Брусника;developer;https://novosibirsk.cian.ru/sale/flat/303712972/;Cанкт-Петербург;sale;flat;5;17;2;55.12;7830000;;;;;Пшеница
СОВА Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/303040566/;Cанкт-Петербург;sale;flat;1;5;2;45.0;11990000;Центральный; Гагарина;32;;
AAG;developer;https://spb.cian.ru/sale/flat/303634475/;Cанкт-Петербург;sale;flat;3;9;2;52.76;25202908;Петроградский;Пионерская ;53;Чкаловская;Avant
СОВА Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/303040530/;Cанкт-Петербург;sale;flat;10;12;1;38.4;11300000;Центральный; Тимирязева;34Бк1;;
РСТИ;developer;https://spb.cian.ru/sale/flat/295858818/;Cанкт-Петербург;sale;flat;2;9;1;31.47;7790396;Красносельский; Тамбасова;5;Проспект Ветеранов;Кинопарк
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/304047792/;Cанкт-Петербург;sale;flat;13;24;1;42.0;11000000;Люблино;Люблинская ;76к4;Перерва;Люблинский парк
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/299168872/;Cанкт-Петербург;sale;flat;2;9;2;73.9;25839000;Центр; Михаила Ананьева;;Динамо;Клубный дом инженера Ятеса
ID 95904772;homeowner;https://balashikha.cian.ru/sale/flat/302515503/;Cанкт-Петербург;sale;flat;25;26;2;62.3;10850000;;бульвар Горенский;5;Салтыковская;Новое Измайлово
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/303659619/;Cанкт-Петербург;sale;flat;2;18;2;40.1;5440000;;;;;Мириады город в принципах ЭНКО
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302998801/;Cанкт-Петербург;sale;flat;9;9;2;46.0;27600000;Хамовники;3-я Фрунзенская ;17;Спортивная;
Первостроитель;developer;https://ekb.cian.ru/sale/flat/293993904/;Cанкт-Петербург;sale;flat;23;27;2;61.79;11852000;Кировский; Мира;47/6;Геологическая;Проспект Мира. Компаунд
ФСК Агент;real_estate_agent;https://balashikha.cian.ru/sale/flat/301849443/;Cанкт-Петербург;sale;flat;11;17;1;50.6;8500000;; Ситникова;2;Реутов;Новогиреевский
Брусника;developer;https://ekb.cian.ru/sale/flat/302924818/;Cанкт-Петербург;sale;flat;14;17;2;65.1;8420000;Железнодорожный;Сортировочный жилрайон;;Уральская;Квартал Депо ЖК
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/304419580/;Cанкт-Петербург;sale;flat;5;14;2;79.1;118650000;Замоскворечье;Космодамианская набережная;4/22кБ;Новокузнецкая;
Сенатор;developer;https://spb.cian.ru/sale/flat/294787260/;Cанкт-Петербург;sale;flat;1;8;1;35.4;7929600;Курортный; Правды;;;Мариоки
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304744517/;Cанкт-Петербург;sale;flat;4;5;2;50.0;55000000;Хамовники;Мансуровский переулок;10С2;Парк Культуры;
AAG;developer;https://spb.cian.ru/sale/flat/298267775/;Cанкт-Петербург;sale;flat;3;12;1;40.9;17336323;Красногвардейский;проспект Шаумяна;14;Новочеркасская;Alter
ID 87796330;homeowner;https://www.cian.ru/sale/flat/304516117/;Cанкт-Петербург;sale;flat;6;21;1;35.1;16497000;Очаково-Матвеевское;Очаковское шоссе;9А;Давыдково;Vangarden
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/300193906/;Cанкт-Петербург;sale;flat;2;22;1;36.87;5220000;;;;;Жилой район 
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302590858/;Cанкт-Петербург;sale;flat;3;8;2;59.3;48800000;Даниловский;Хавская ;9;Шаболовская;Residence Hall Шаболовский
АВТОР;developer;https://penza.cian.ru/sale/flat/295099111/;Cанкт-Петербург;sale;flat;2;16;2;54.2;5528400;Октябрьский;;;;Арбери ЖК
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304921884/;Cанкт-Петербург;sale;flat;10;14;1;45.0;34950000;Раменки;проспект Генерала Дорохова;39к2И;Минская;Собрание клубных домов West Garden
ID 45302310;developer;https://krasnodar.cian.ru/sale/flat/301284124/;Cанкт-Петербург;sale;flat;2;9;1;37.3;4994470;;;;;Парк Победы - 2
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/302301195/;Cанкт-Петербург;sale;flat;3;18;2;48.0;31690000;Раменки; Янковского;1к2;Аминьевская;Событие
Базис;developer;https://spb.cian.ru/sale/flat/301311414/;Cанкт-Петербург;sale;flat;12;12;1;37.4;;Приморский;Белоостровская ;7;Лесная;Белый остров
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/303397064/;Cанкт-Петербург;sale;flat;30;41;2;57.0;29000000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
РИСАН;developer;https://penza.cian.ru/sale/flat/291733505/;Cанкт-Петербург;sale;flat;5;16;1;41.8;4389000;Октябрьский;;;;Лэйк Таун ЖК
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/sale/flat/298381402/;Cанкт-Петербург;sale;flat;8;21;2;51.0;45000000;Пресненский;набережная Пресненская;10с2;Деловой центр;МФК IQ-квартал
Корпорация Маяк;developer;https://ekb.cian.ru/sale/flat/302994285/;Cанкт-Петербург;sale;flat;12;17;2;88.8;18665000;Октябрьский; Декабристов;20;Геологическая;Архитектон
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/303275971/;Cанкт-Петербург;sale;flat;3;13;2;65.6;49800000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939307/;Cанкт-Петербург;sale;flat;3;14;2;48.5;9150000;Приволжский;Ферма-2 жилмассив;;Проспект Победы;Фермаполис
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/304638302/;Cанкт-Петербург;sale;flat;18;27;2;64.2;36800000;Раменки;Винницкая ;8к1;Раменки;Настоящее
УГМК-Застройщик;developer;https://ekb.cian.ru/sale/flat/304537002/;Cанкт-Петербург;sale;flat;2;32;1;46.6;7466000;Орджоникидзевский;проспект Космонавтов;100;Проспект Космонавтов;Настоящий
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/304301310/;Cанкт-Петербург;sale;flat;4;7;2;69.7;93446700;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
РСТИ;developer;https://spb.cian.ru/sale/flat/295858733/;Cанкт-Петербург;sale;flat;2;9;2;49.64;11310874;Красносельский; Тамбасова;5;Проспект Ветеранов;Кинопарк
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/301157443/;Cанкт-Петербург;sale;flat;11;41;1;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
НОВОСТРОЙ-ЮГ;developer;https://rostov.cian.ru/sale/flat/296504819/;Cанкт-Петербург;sale;flat;2;8;1;33.29;3994800;Аксай; Луначарского;52;;Простор
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042655/;Cанкт-Петербург;sale;flat;37;79;1;78.0;80000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
ДонНефтеСтрой;developer;https://rostov.cian.ru/sale/flat/288294557/;Cанкт-Петербург;sale;flat;13;16;2;41.0;5145500;;;;;Флора
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/280981611/;Cанкт-Петербург;sale;flat;2;3;2;45.0;11990000;Хостинский; Яна Фабрициуса;64/1;;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298140403/;Cанкт-Петербург;sale;flat;25;49;2;93.6;41500000;Проспект Вернадского; Лобачевского;;Проспект Вернадского;Событие
VOS HOD;developer;https://www.cian.ru/sale/flat/300560439/;Cанкт-Петербург;sale;flat;8;17;2;71.8;43991860;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
Eightmix Property;real_estate_agent;https://www.cian.ru/sale/flat/303006952/;Cанкт-Петербург;sale;flat;12;22;2;92.1;45000000;Раменки; Пырьева;9к2;Поклонная;
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/302885559/;Cанкт-Петербург;sale;flat;5;41;2;68.0;51000000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/265196500/;Cанкт-Петербург;sale;flat;4;7;2;66.1;87015900;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301480836/;Cанкт-Петербург;sale;flat;3;7;2;70.0;90960000;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
ФинансИнвест;developer;https://tver.cian.ru/sale/flat/274479196/;Cанкт-Петербург;sale;flat;20;24;2;65.25;6133500;Пролетарский;Оснабрюкская ;22;;Диадема
Алькор;developer;https://spb.cian.ru/sale/flat/303221738/;Cанкт-Петербург;sale;flat;1;5;2;53.96;14616228;Кронштадтский;дорога Цитадельская;;Беговая;Кронфорт.Центральный
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/302900739/;Cанкт-Петербург;sale;flat;3;16;1;29.6;6990000;Дмитровский;Дмитровское шоссе;107Б;Яхромская;
Тимур Ярыш;realtor;https://www.cian.ru/sale/flat/302137245/;Cанкт-Петербург;sale;flat;14;52;1;33.3;12200000;Москворечье-Сабурово;;1;Борисово;Вэйв ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303873158/;Cанкт-Петербург;sale;flat;5;30;1;33.5;13500000;Покровское-Стрешнево;;;Трикотажная;Скай Гарден ЖК
Домоград;real_estate_agent;https://www.cian.ru/sale/flat/300867910/;Cанкт-Петербург;sale;flat;3;10;2;57.3;16186000;Дмитровский;Дмитровское шоссе;107Б;Яхромская;Город daily
ID 106979902;homeowner;https://www.cian.ru/sale/flat/301837104/;Cанкт-Петербург;sale;flat;11;24;2;52.7;18200000;Хорошево-Мневники;проспект Маршала Жукова;74К1;Народное Ополчение;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/304814584/;Cанкт-Петербург;sale;flat;4;5;2;47.0;25850000;Басманный;Подсосенский переулок;6;Курская;
MR Group;developer;https://www.cian.ru/sale/flat/293391924/;Cанкт-Петербург;sale;flat;35;43;2;74.1;31596373;Западное Дегунино;Ильменский проезд;14к1;Селигерская;Селигер Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303762197/;Cанкт-Петербург;sale;flat;8;19;2;60.0;32500000;"Стильный ""лофт"" в е Беговой2-комн. апартаменты";60 м²;;;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303583248/;Cанкт-Петербург;sale;flat;22;45;2;77.1;32300000;Хорошево-Мневники; Шеногина;2;Шелепиха;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302818966/;Cанкт-Петербург;sale;flat;4;4;2;75.7;39900000;Марьина роща;проезд 12-й Марьиной рощи;8С2;Марьина Роща;Лофт-квартал Studio #12
Hutton Development;developer;https://www.cian.ru/sale/flat/299066778/;Cанкт-Петербург;sale;flat;4;17;2;87.6;50808000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833885/;Cанкт-Петербург;sale;flat;42;66;2;67.4;64704000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/300336497/;Cанкт-Петербург;sale;flat;4;7;2;77.0;15700000;Центральный;переулок Морской;1/1Б;;
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/301404306/;Cанкт-Петербург;sale;flat;17;22;2;60.0;23000000;Адлерский; Ленина;298Бк6;;Морская симфония
Яркий Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/302493439/;Cанкт-Петербург;sale;flat;10;17;2;106.9;38000000;Центральный; Парковая;5;;
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/303071453/;Cанкт-Петербург;sale;flat;10;23;1;35.4;9900000;Южнопортовый;Волгоградский проспект;30С1;Волгоградский проспект;HighWay
ID 13513350;homeowner;https://www.cian.ru/sale/flat/302410276/;Cанкт-Петербург;sale;flat;2;9;2;37.2;11500000;Нагорный;Балаклавский проспект;4К2;Чертановская;
ПИК;developer;https://spb.cian.ru/sale/flat/279857934/;Cанкт-Петербург;sale;flat;3;9;2;53.6;19793836;Адмиралтейский;Измайловское;к1;Балтийская;Лермонтовский 54 ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/301301875/;Cанкт-Петербург;sale;flat;6;12;2;62.9;20794740;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
ФСК Агент;real_estate_agent;https://sochi.cian.ru/sale/flat/301175699/;Cанкт-Петербург;sale;flat;9;15;2;81.3;25800000;Центральный;Виноградная ;19;;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/280126610/;Cанкт-Петербург;sale;flat;2;17;2;65.1;25851210;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
COLDY;developer;https://www.cian.ru/sale/flat/297997352/;Cанкт-Петербург;sale;flat;9;14;1;109.88;272832040;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301286100/;Cанкт-Петербург;sale;flat;4;5;2;57.45;6089700;Прикубанский; Имени Валерия Вишневецкого;7;;Гармония
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/304825753/;Cанкт-Петербург;sale;flat;8;22;1;40.0;13450000;Марьино; Верхние Поля;36К2;Люблино;
ID 515728;unknown;https://www.cian.ru/sale/flat/304001773/;Cанкт-Петербург;sale;flat;5;9;2;35.0;13500000;Коптево;4-й Новомихалковский проезд;6;Лихоборы;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/294963362/;Cанкт-Петербург;sale;flat;30;44;1;46.7;16390000;Покровское-Стрешнево;Строительный проезд;9С7;Тушинская;Sky Garden
Домоград;real_estate_agent;https://www.cian.ru/sale/flat/300868859/;Cанкт-Петербург;sale;flat;4;10;2;57.3;16320000;Дмитровский;Дмитровское шоссе;107Б;Яхромская;Город daily
Группа Родина;developer;https://www.cian.ru/sale/flat/293200994/;Cанкт-Петербург;sale;flat;7;13;2;62.9;17623300;; 1-я Ватутинская;12с4;Ольховая;Russian Design District
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298054081/;Cанкт-Петербург;sale;flat;5;9;2;38.0;18500000;Даниловский;оч.3;оч.3;Технопарк;Шагал ЖК
Андрей Иванов;realtor;https://www.cian.ru/sale/flat/299174112/;Cанкт-Петербург;sale;flat;22;33;1;34.4;19000000;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
Level Group;developer;https://www.cian.ru/sale/flat/302621324/;Cанкт-Петербург;sale;flat;2;64;2;34.9;;Хорошево-Мневники;;;Народное Ополчение;Левел Звенигородская ЖК
Стадион Спартак;developer;https://www.cian.ru/sale/flat/292187792/;Cанкт-Петербург;sale;flat;3;13;1;55.6;27054960;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
Основа;developer;https://www.cian.ru/sale/flat/297432216/;Cанкт-Петербург;sale;flat;3;31;2;70.6;30358000;Марфино;;к1;Улица Милашенкова;Вери ЖК
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/279618463/;Cанкт-Петербург;sale;flat;18;25;2;72.5;35000000;Раменки; Лобачевского;120к2;Аминьевская;Событие
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303459806/;Cанкт-Петербург;sale;flat;9;15;2;62.9;36300000;Раменки;Винницкая ;8к4;Раменки;Настоящее
Sense Development;developer;https://www.cian.ru/sale/flat/298147602/;Cанкт-Петербург;sale;flat;7;13;1;58.8;36868019;Даниловский;Подольское шоссе;3;Тульская;Logos
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/292414471/;Cанкт-Петербург;sale;flat;3;20;2;64.0;38000000;Беговой;Бумажный проезд;4;Белорусская;Клубный дом SOHO+NOHO
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299341036/;Cанкт-Петербург;sale;flat;10;34;2;64.4;48000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303199166/;Cанкт-Петербург;sale;flat;7;79;2;62.1;49680000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304704787/;Cанкт-Петербург;sale;flat;7;17;2;73.0;88500000;Пресненский; Сергея Макеева;9к2;Улица 1905 года;RedSide
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302674370/;Cанкт-Петербург;sale;flat;2;9;1;32.3;3972900;;;;;Теплые края
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/289741817/;Cанкт-Петербург;sale;flat;20;24;1;30.7;5894400;Цемдолина тер.; Ф.Я. Бурсака;82;;Мята
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/303769440/;Cанкт-Петербург;sale;flat;13;24;2;53.6;6804524;;;;;Микрорайон Любимово
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/301762822/;Cанкт-Петербург;sale;flat;4;7;2;70.0;24000000;Хостинский;Курортный проспект;91/6А;;Камелия
РКС Девелопмент;developer;https://tver.cian.ru/sale/flat/303793745/;Cанкт-Петербург;sale;flat;14;15;2;52.8;6737280;Пролетарский; Сергея Лоскутова;2;;Мичуринский
Брусника;developer;https://novosibirsk.cian.ru/sale/flat/303839887/;Cанкт-Петербург;sale;flat;5;17;2;60.66;8220000;;;;;Пшеница
А101;developer;https://www.cian.ru/sale/flat/289991039/;Cанкт-Петербург;sale;flat;7;14;2;38.7;10741417;;;3.2;Коммунарка;Дзен-кварталы ЖК
Евгения Короткова;realtor;https://www.cian.ru/sale/flat/301164871/;Cанкт-Петербург;sale;flat;6;9;1;39.7;12600000;Текстильщики; Юных Ленинцев;18К2;Волжская;
Основа;developer;https://www.cian.ru/sale/flat/286347130/;Cанкт-Петербург;sale;flat;2;29;2;45.7;14528030;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Виктория Яковлева;realtor;https://www.cian.ru/sale/flat/304685447/;Cанкт-Петербург;sale;flat;2;9;2;50.0;15190000;Северное Тушино; Героев Панфиловцев;3К1;Сходненская;
Главстрой;developer;https://www.cian.ru/sale/flat/296872043/;Cанкт-Петербург;sale;flat;20;30;2;50.5;16315641;Рязанский;Рязанский проспект;;Окская;balance
А101;developer;https://www.cian.ru/sale/flat/274079389/;Cанкт-Петербург;sale;flat;26;30;2;55.5;17332928;Южное Бутово;к2.1;к2.1;Бунинская аллея;Южные Сады ЖК
КРОСТ;developer;https://www.cian.ru/sale/flat/296745539/;Cанкт-Петербург;sale;flat;21;28;1;36.9;18117900;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/303985617/;Cанкт-Петербург;sale;flat;41;58;1;37.6;18350000;Хорошево-Мневники; Народного Ополчения;15К2;Народное Ополчение;Wellton Towers
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303016403/;Cанкт-Петербург;sale;flat;12;28;1;45.2;20950000;Даниловский;Автозаводская ;;Автозаводская;Shagal
Level Group;developer;https://www.cian.ru/sale/flat/302622900/;Cанкт-Петербург;sale;flat;11;29;2;46.3;;Нижегородский;;5;Нижегородская;Левел Нижегородская ЖК
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298334754/;Cанкт-Петербург;sale;flat;24;35;2;44.2;21948217;Левобережный;Фестивальная ;15к24/3;Речной вокзал;Фестиваль парк-2
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/299564936/;Cанкт-Петербург;sale;flat;5;20;2;67.4;24061800;Головинский;Михалковская ;48к1;Коптево;Михалковский
ID 18720981;real_estate_agent;https://www.cian.ru/sale/flat/304021753/;Cанкт-Петербург;sale;flat;13;16;2;69.0;27250000;Филевский парк;Береговой проезд;7;Фили;
Мечты в квадрате;real_estate_agent;https://www.cian.ru/sale/flat/303753298/;Cанкт-Петербург;sale;flat;7;9;2;66.3;41000000;Даниловский;проспект Лихачева;20;Технопарк;Nagatino i-Land
Мечты в квадрате;real_estate_agent;https://www.cian.ru/sale/flat/304705680/;Cанкт-Петербург;sale;flat;6;9;2;66.0;41000000;Даниловский;проспект Лихачева;20;Технопарк;Nagatino i-Land
Аеон-Девелопмент;developer;https://www.cian.ru/sale/flat/301174011/;Cанкт-Петербург;sale;flat;20;46;2;69.9;48835380;Дорогомилово;Кутузовский проезд;16А/1;Фили;River Park Кутузовский
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303160530/;Cанкт-Петербург;sale;flat;7;21;2;73.0;88500000;Пресненский; Сергея Макеева;9к4;Улица 1905 года;RedSide
Sminex;developer;https://www.cian.ru/sale/flat/298351715/;Cанкт-Петербург;sale;flat;6;8;1;64.9;187590000;Якиманка;;;Полянка;Лаврушинский ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/301956535/;Cанкт-Петербург;sale;flat;2;6;2;137.6;211249440;Таганский;Серебряническая набережная;19;Чкаловская;АртХаус
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/294570839/;Cанкт-Петербург;sale;flat;6;7;2;66.4;6640000;пос. Южный; Екатерининская;3к1;;История 2
СОВА Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/300954708/;Cанкт-Петербург;sale;flat;3;10;1;35.5;8000000;Лазаревский; Единство;1А;;
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/299933080/;Cанкт-Петербург;sale;flat;2;8;1;45.0;15000000;Хостинский;Курортный проспект;96Г;;Моравия
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/300075344/;Cанкт-Петербург;sale;flat;12;15;2;57.2;23500000;Центральный; Роз;36;;Rose Del Mare
Строй Курорт;real_estate_agent;https://sochi.cian.ru/sale/flat/301850137/;Cанкт-Петербург;sale;flat;18;21;2;170.0;48500000;Центральный;переулок Морской;1к1;;Александрийский Маяк
Ойкумена;developer;https://kaliningrad.cian.ru/sale/flat/303061989/;Cанкт-Петербург;sale;flat;2;4;2;67.6;8112000;Ленинградский;Ключевая ;;;Сиреневый бульвар
Конструктив Девелопмент;developer;https://krasnoyarsk.cian.ru/sale/flat/298305137/;Cанкт-Петербург;sale;flat;2;24;1;23.4;3627000;Кировский; Кутузова;1;;Прогресс — кварталы 
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/284308851/;Cанкт-Петербург;sale;flat;18;21;1;37.0;5500000;мкр. Восточно-Кругликовский; Героев-Разведчиков;11/5;;Бауинвест
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/303620086/;Cанкт-Петербург;sale;flat;16;16;1;19.5;6190000;Отрадное;Алтуфьевское шоссе;2;Владыкино;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304858155/;Cанкт-Петербург;sale;flat;9;24;1;39.0;7300000;;Северная ;5к2;Одинцово;Одинбург
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/301593908/;Cанкт-Петербург;sale;flat;7;15;1;37.0;7600000;;;;Коммунарка;Деснаречье ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/301381513/;Cанкт-Петербург;sale;flat;2;16;1;31.0;7650000;;;к18-19;Бунинская аллея;Эко Бунино ЖК
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/298496101/;Cанкт-Петербург;sale;flat;14;17;1;43.0;8200000;Центральный; Войкова;34;;Тасмана
Северная слобода;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/304489978/;Cанкт-Петербург;sale;flat;7;10;1;42.4;8400000;;Дирижабельная ;15Б;Долгопрудная;
