author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/302589833/;Cанкт-Петербург;sale;flat;2;4;2;48.6;25000000;Тверской;Тихвинский переулок;10-12к3;Менделеевская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/300921483/;Cанкт-Петербург;sale;flat;2;19;2;62.8;25170240;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/302153588/;Cанкт-Петербург;sale;flat;4;14;1;44.4;25640000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/298805703/;Cанкт-Петербург;sale;flat;9;29;1;49.8;26000000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёвская;Sydney City
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/297949006/;Cанкт-Петербург;sale;flat;3;13;1;37.0;26000000;Хорошево-Мневники; Нижние Мневники;;Терехово ;Остров
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/298519060/;Cанкт-Петербург;sale;flat;5;19;2;52.0;28000000;Хорошево-Мневники;Шелепихинская набережная;34к1зд4;Шелепиха;Сердце Столицы
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/302251076/;Cанкт-Петербург;sale;flat;7;18;1;47.0;30900000;Раменки; Янковского;1к3;Аминьевская;Событие
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303972593/;Cанкт-Петербург;sale;flat;18;22;2;53.0;31000000;Очаково-Матвеевское;Нежинская ;3;Матвеевская;Городские резиденции SPIRES
AFI Development;developer;https://www.cian.ru/sale/flat/294550042/;Cанкт-Петербург;sale;flat;4;25;2;63.8;31226272;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park Воронцовский
IKON Development;developer;https://www.cian.ru/sale/flat/302839439/;Cанкт-Петербург;sale;flat;21;21;1;31.7;31700000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303122846/;Cанкт-Петербург;sale;flat;17;22;2;73.3;32000000;Щукино;Щукинская ;3;Стрешнево;Интонация
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/302333172/;Cанкт-Петербург;sale;flat;9;11;2;53.0;34000000;Басманный;Большая Почтовая ;32к2;Электрозаводская;Резиденции Архитекторов
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301012926/;Cанкт-Петербург;sale;flat;23;28;2;63.0;34500000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300661833/;Cанкт-Петербург;sale;flat;6;8;2;57.0;34500000;Можайский; Гришина;16;Рабочий посёлок;Level Кутузовский
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/300948322/;Cанкт-Петербург;sale;flat;13;28;2;69.0;34700000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301954491/;Cанкт-Петербург;sale;flat;12;41;2;54.0;35000000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304839759/;Cанкт-Петербург;sale;flat;3;14;2;89.7;36777000;Замоскворечье;Большой Строченовский переулок;9;Павелецкая;Резиденции Замоскворечье
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304319562/;Cанкт-Петербург;sale;flat;4;5;1;61.0;36500000;Пресненский;Средний Тишинский переулок;3;Белорусская;
Метражи group;real_estate_agent;https://khimki.cian.ru/sale/flat/301904668/;Cанкт-Петербург;sale;flat;42;42;2;235.0;37600000;; Кудрявцева;16;Химки;Маяк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302644494/;Cанкт-Петербург;sale;flat;4;4;2;80.0;38000000;Марьина роща;проезд 12-й Марьиной рощи;8С3;Марьина Роща;Лофт-квартал Studio #12
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302783912/;Cанкт-Петербург;sale;flat;6;7;2;60.0;39000000;Дорогомилово;Большая Дорогомиловская ;5;Киевская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539707/;Cанкт-Петербург;sale;flat;4;5;2;80.0;39000000;Арбат; Большая Молчановка;24/2С1а;Арбатская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539841/;Cанкт-Петербург;sale;flat;2;15;2;74.0;39000000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Sense Development;developer;https://www.cian.ru/sale/flat/300501958/;Cанкт-Петербург;sale;flat;9;13;2;63.7;38860885;Даниловский;Подольское шоссе;3;Тульская;Logos
ID 861013;realtor;https://www.cian.ru/sale/flat/299104969/;Cанкт-Петербург;sale;flat;2;21;2;50.0;39000000;Марьина роща;1-я Ямская ;6;Марьина Роща;Премиум-квартал JAZZ
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302627388/;Cанкт-Петербург;sale;flat;2;5;2;60.0;39600000;Хамовники;Комсомольский проспект;14/1К3;Парк Культуры;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299369805/;Cанкт-Петербург;sale;flat;1;6;2;50.0;45000000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/294511036/;Cанкт-Петербург;sale;flat;4;23;2;90.6;45000000;Хорошевский; Гризодубовой;2;ЦСКА;Гранд-парк
Антон Черников;realtor;https://www.cian.ru/sale/flat/304025897/;Cанкт-Петербург;sale;flat;24;85;2;89.7;49000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304839757/;Cанкт-Петербург;sale;flat;10;14;2;98.0;56840000;Замоскворечье;Большой Строченовский переулок;9;Павелецкая;Резиденции Замоскворечье
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/304129692/;Cанкт-Петербург;sale;flat;8;13;2;73.0;70000000;Таганский;Котельническая набережная;1/15кА;Таганская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539848/;Cанкт-Петербург;sale;flat;5;6;2;100.0;69900000;Замоскворечье;Большая Пионерская ;20;Павелецкая;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/303570935/;Cанкт-Петербург;sale;flat;4;6;2;75.1;85000000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/304171712/;Cанкт-Петербург;sale;flat;16;20;2;90.0;94500000;Пресненский;Средний Тишинский переулок;5;Белорусская;Дом на Тишинке
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/304120294/;Cанкт-Петербург;sale;flat;8;8;2;125.4;280000000;Тверской;переулок Брюсов;19;Тверская;Брюсов 19
DOGMA;developer;https://kaluga.cian.ru/sale/flat/303779192/;Cанкт-Петербург;sale;flat;3;25;1;36.36;3490560;;;;;Космопарк
Квадратный метр Рязань;representative_developer;https://ryazan.cian.ru/sale/flat/302724402/;Cанкт-Петербург;sale;flat;21;25;1;31.0;3689200;Железнодорожный; Ленинского Комсомола;;;Большая история
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/294466065/;Cанкт-Петербург;sale;flat;8;8;2;40.32;3991680;Тракторозаводский; Тракторостроителей;21/1;;Новый (СЗ Стройф)
Ваш Гарант офис Курортный;real_estate_agent;https://sochi.cian.ru/sale/flat/303996949/;Cанкт-Петербург;sale;flat;3;4;1;28.0;4200000;Адлерский; Просвещения;104А;;
СТС-ГРУПП;developer;https://orel.cian.ru/sale/flat/303081643/;Cанкт-Петербург;sale;flat;1;8;2;53.4;4245300;;;;;Микрорайон Первый
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/295318941/;Cанкт-Петербург;sale;flat;10;10;2;47.11;4428340;Тракторозаводский; Тракторостроителей;21;;Новый (СЗ Стройф)
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/301711588/;Cанкт-Петербург;sale;flat;2;10;2;59.0;4608240;Советский; Курчатова;32;;Атом-2
Капитал;developer;https://ryazan.cian.ru/sale/flat/300692072/;Cанкт-Петербург;sale;flat;14;18;1;40.95;4708022;Московский;Московское шоссе;;;Крылья
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/302442667/;Cанкт-Петербург;sale;flat;1;8;2;42.95;4724500;Тракторозаводский; Тракторостроителей;21/1;;Новый (СЗ Стройф)
РОСТА-ГРУПП;developer;https://orenburg.cian.ru/sale/flat/297022992/;Cанкт-Петербург;sale;flat;1;4;2;53.2;4790000;;;;;Белый остров
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/301350260/;Cанкт-Петербург;sale;flat;1;4;1;36.1;4990000;; Златоглавая;5к1;Озерки;Золотые купола
Ваш выбор;developer;https://volgograd.cian.ru/sale/flat/301037227/;Cанкт-Петербург;sale;flat;1;10;2;43.2;4977999;Краснооктябрьский;Варшавская ;4;;Мишино
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/294466686/;Cанкт-Петербург;sale;flat;1;10;2;47.59;4996950;Краснооктябрьский;Тарифная ;15;;Клубный дом на Тарифной
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/289102048/;Cанкт-Петербург;sale;flat;1;16;1;36.2;5075240;;;;;Зелёный театр
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/294464604/;Cанкт-Петербург;sale;flat;10;10;2;48.9;5134500;Краснооктябрьский;Созидательская ;14;;Северный
Триумф;developer;https://ryazan.cian.ru/sale/flat/300940481/;Cанкт-Петербург;sale;flat;8;10;2;70.42;5167500;;;;;Аист
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302310897/;Cанкт-Петербург;sale;flat;3;9;1;35.7;5225060;"на 3 этаже. Новый жилой комплекс ""Лето"" от застройщика ""ГК Дарстрой"" расположен по адресу город Краснодар"; Западный Обход.;;;Лето
А Бутик Недвижимости;developer;https://volgograd.cian.ru/sale/flat/294466676/;Cанкт-Петербург;sale;flat;1;10;2;56.85;5230200;Краснооктябрьский;Тарифная ;15;;Клубный дом на Тарифной
